"","id","sector_id","district_id","year","treat","prod","malehead","irrigation","craft_income","crop_div","market_dist","area","pop_density_1980","rainfall_1","rainfall_2","means_index"
"77",309,9,2,2002,0,2.13398104471035,0,4.83,NA,96.93,13.33,804.74,110.92,0.0617839473075368,0.0586886891013256,90.0577459670603
"78",309,9,2,2003,0,-0.316412960994574,0,5.52,87.97,123.63,13.33,804.74,110.92,-1.83421749171408,-1.74232668527298,86.117407187121
"79",309,9,2,2004,0,0.762185206085236,0,6.21,98.11,65.4,13.33,804.74,110.92,-0.625593061256154,-0.594252039178634,83.3709970337804
"80",309,9,2,2005,0,-0.725492163287135,0,6.89,105.08,40.49,13.33,804.74,110.92,-0.0209530449485242,-0.019903337263141,70.3809083194938
"81",33,2,1,1996,0,0.806001758108314,1,0.68,53.82,90.11,13.39,788.76,86.17,-0.0820957469558706,-0.0779780171765784,77.9661325679626
"82",33,2,1,1997,0,0.343583494430334,1,1.4,57.66,74.52,13.39,788.76,86.17,0.569442924661178,0.540881005494464,90.5656177620403
"83",33,2,1,1998,0,0.184980108673252,1,2.07,75.58,72.22,13.39,788.76,86.17,1.34291731378879,1.27555973657973,86.9010801857803
"84",33,2,1,1999,0,-0.300686767880955,1,2.77,54.94,14.45,13.39,788.76,86.17,-0.250212925368165,-0.23766283291933,67.8093237476423
"85",33,2,1,2000,0,0.279746524360069,1,3.44,16.05,109.82,13.39,788.76,86.17,0.385185664084805,0.365865656187063,71.3051431952044
"86",33,2,1,2001,1,1.22474997160212,1,4.87,115.49,141.16,13.39,788.76,86.17,-1.92138827150561,-1.37993594348795,23.3106345012784
"87",33,2,1,2002,1,1.58222134707068,1,5.58,101.31,115.92,13.39,788.76,86.17,0.0201594832707457,0.464228337671217,22.212286822265
"88",33,2,1,2003,1,0.731435598347564,1,6.27,66.04,79.85,13.39,788.76,86.17,-0.577179751143702,-0.103149764223052,46.009947682498
"89",33,2,1,2004,1,0.880061477094702,1,6.96,128.34,111.87,13.39,788.76,86.17,1.57439733089038,1.94050926661288,23.7349736676551
"90",33,2,1,2005,1,-0.371772100378482,1,7.65,106.43,93.54,13.39,788.76,86.17,-1.06122602172255,-0.562917411160297,17.2770279974211
"91",374,3,1,1996,1,2.90663841566791,0,1.43,23.09,88.46,15.22,1058.49,89.3,-0.0157995042006984,0.402661203752897,12.7944718443323
"92",374,3,1,1997,1,1.66754845830187,0,2.13,81.14,93.68,15.22,1058.49,89.3,0.68904506457962,1.07199200252755,57.9602138311602
"93",374,3,1,1998,1,2.60348317831241,0,2.8,48.39,62.59,15.22,1058.49,89.3,0.925671106459554,1.29669558206488,54.287284954451
"94",374,3,1,1999,1,0.988144564243892,0,3.49,25.86,69.78,15.22,1058.49,89.3,0.866001466406808,1.24003241176024,24.2034209733829
"95",374,3,1,2000,1,3.41495301609413,0,4.19,44.32,83.01,15.22,1058.49,89.3,-1.97351103615241,-1.45641054268769,36.675075117033
"96",374,3,1,2001,0,-0.957708862632437,0,NA,81.95,108.78,15.22,1058.49,89.3,0.396219116016098,0.376255516690373,66.8324985553045
"97",374,3,1,2002,0,0.472716167262983,0,4.81,69.88,78.79,15.22,1058.49,89.3,0.575374644626557,0.54638424915296,77.6037311460823
"98",374,3,1,2003,0,0.719974540094472,0,5.53,78.82,99.33,15.22,1058.49,89.3,0.855445657847108,0.81234381427655,72.6549796410836
"99",374,3,1,2004,0,0.534985195862712,0,6.19,27.96,70.06,15.22,1058.49,89.3,-1.37872054550378,-1.30925336575401,78.6007449077442
"100",374,3,1,2005,0,0.901004801819267,0,6.91,88.92,118.41,15.22,1058.49,89.3,-0.939725970078858,-0.892377641882925,77.9501982952934
"101",1000,16,3,1996,1,1.40726488691781,0,1.45,27.37,92.24,3.35,1423.34,94.93,-0.434501573124439,0.0317554656299445,57.7319065760821
"102",1000,16,3,1997,1,-0.172630611663357,0,2.13,68.78,117.71,3.35,1423.34,94.93,-0.570723631733019,-0.0976168247610589,31.9671144247986
"103",1000,16,3,1998,1,1.43980035035671,0,2.83,40.68,103.05,3.35,1423.34,94.93,0.10154782544596,0.540850241939579,62.2300052335486
"104",1000,16,3,1999,1,1.73254396831883,0,3.52,87.47,86.1,3.35,1423.34,94.93,0.489416740415425,0.909215618396406,58.7034520087764
"105",1000,16,3,2000,1,2.17106258527637,0,4.22,106.66,78.54,3.35,1423.34,94.93,-0.723323533265911,-0.242543417241056,2.88359470851719
"106",1000,16,3,2001,1,1.26683311029423,0,4.86,64.92,42.19,3.35,1423.34,94.93,-2.15500697061165,-1.60223631350314,59.9984787805006
"107",1000,16,3,2002,1,0.185435570505176,1,NA,75.1,120.86,3.35,1423.34,94.93,1.24290150123814,1.62481227196374,14.6543954757508
"108",1000,16,3,2003,1,-0.280245116365379,0,6.27,123.33,111.85,3.35,1423.34,94.93,0.0818944139367832,0.522185079432785,53.3593110935763
"109",1000,16,3,2004,1,0.104040263442161,0,6.95,111.62,73.06,3.35,1423.34,94.93,0.455205246306858,0.876724409588283,54.5499878018163
"110",1000,16,3,2005,1,0.999379117783831,0,7.65,118.87,136.11,3.35,1423.34,94.93,1.51258998139185,1.88093977969585,24.5261527020484
"111",518,21,4,1996,1,1.65990556840423,0,1.44,76.11,64.61,13.42,1011.24,100.42,-1.28751103089023,-0.853599713177113,56.1628821957856
"112",518,21,4,1997,1,0.452645803932796,0,2.13,53.85,118.98,13.42,1011.24,100.42,-0.329238536102877,0.0564871606791094,52.6896622728091
"113",518,21,4,1998,1,1.34177293784477,0,2.83,75.05,101.67,13.42,1011.24,100.42,1.17932691654654,1.4891961492783,58.9077879260294
"114",518,21,4,1999,1,1.85140396273494,0,3.51,47.8,114.03,13.42,1011.24,100.42,0.816870398033205,1.14496533639682,11.5303727488499
"115",518,21,4,2000,1,-0.0277713722402633,0,4.2,127.31,111.28,13.42,1011.24,100.42,-0.462697859530691,-0.0702613154652867,17.6028663464822
"116",518,21,4,2001,0,-0.0100434164023129,0,4.14,72.64,81.75,13.42,1011.24,100.42,-0.315978985199206,-0.300090348422262,74.9368404736742
"117",518,21,4,2002,0,-0.188245126172621,1,4.85,58.78,93.99,13.42,1011.24,100.42,1.3025500394396,1.23705282149202,93.3891084196512
"118",518,21,4,2003,0,-0.553283325553208,0,5.52,166.82,129.26,13.42,1011.24,100.42,-1.64158854980972,-1.55904317360797,94.3767489225138
"119",518,21,4,2004,0,-0.189608877932611,0,6.19,131.4,82.44,13.42,1011.24,100.42,-0.397739017318577,-0.377739172157325,84.4351901358459
"120",518,21,4,2005,0,1.75445554761424,0,6.89,76.3,112.29,13.42,1011.24,100.42,1.13600662483195,1.07888384931959,78.5203782410827
"121",143,6,1,1996,0,0.317701263013571,1,0.7,2.92,69.11,6.58,719.26,66.82,-0.494645083226852,-0.469808135429151,99.1190489311703
"122",143,6,1,1997,0,-1.24810528000352,1,1.37,61.6,17.98,6.58,719.26,66.82,-0.218045160176546,-0.207096752025964,90.1778707280755
"123",143,6,1,1998,0,0.487265223045317,1,2.1,74.89,88.12,6.58,719.26,66.82,1.11336846795878,1.0574643956128,89.9334550579078
"124",143,6,1,1999,0,0.750608604997597,1,2.75,89.52,75.88,6.58,719.26,66.82,2.06979945646655,1.96587140220063,82.1574353356846
"125",143,6,1,2000,0,-0.606440305357248,1,3.45,53.63,89.1,6.58,719.26,66.82,0.184861286796364,0.175579095816066,66.4666748815216
"126",143,6,1,2001,0,0.526807212495117,1,4.14,43.47,102.83,6.58,719.26,66.82,0.292700757896096,0.278003768699745,87.5786399142817
"127",143,6,1,2002,0,1.84248457216373,1,4.85,107.84,125.46,6.58,719.26,66.82,-1.2873483990149,-1.22270850655867,90.7299284648616
"128",143,6,1,2003,0,-0.60663464394254,1,5.53,107.97,91.57,6.58,719.26,66.82,-0.474432792444893,-0.450610737199542,86.2851495703217
"129",143,6,1,2004,0,-0.255391735089793,1,6.23,125.12,107.88,6.58,719.26,66.82,-1.44608387943306,-1.37347361594823,92.5397669593804
"130",143,6,1,2005,0,-0.873327176582147,0,6.92,101.24,95.17,6.58,719.26,66.82,0.25982534517845,0.246779084832308,73.9970776787959
"131",967,12,2,1996,0,-0.0222176385703997,1,0.69,6.98,78,9.22,1442.69,90.92,-1.54620380257784,-1.46849028624548,85.8367496414576
"132",967,12,2,1997,0,0.330372136469715,1,1.38,21.7,137.63,9.22,1442.69,90.92,-1.28715431396424,-1.22246084494433,88.770249991212
"133",967,12,2,1998,0,0.851725017133534,1,2.07,47.3,86.3,9.22,1442.69,90.92,0.736734838291533,0.69970591959871,94.0808634087443
"134",967,12,2,1999,0,1.2849050598831,1,2.77,93.27,119.72,9.22,1442.69,90.92,-0.0564091532016196,-0.0535739812525401,94.3804360681679
"135",967,12,2,2000,0,-0.1804836037014,1,3.46,41.37,96.96,9.22,1442.69,90.92,-0.30657223867503,-0.29116365758268,77.4469229928218
"136",967,12,2,2001,0,0.852636075837363,1,4.14,83.66,66.09,9.22,1442.69,90.92,0.00176427613563882,0.00167560211863461,81.6347952943761
"137",967,12,2,2002,0,0.585112045607961,1,4.82,NA,102.89,9.22,1442.69,90.92,1.70890734182856,1.62301620742682,82.2446294908877
"138",967,12,2,2003,0,1.1433350087912,1,5.51,85.6,88.2,9.22,1442.69,90.92,-0.188101312908468,-0.178647181164335,86.8095409043599
"139",967,12,2,2004,0,0.385511421386848,1,6.2,130.71,45.34,9.22,1442.69,90.92,-0.505020792703321,-0.479638018740084,99.6967525326181
"140",967,12,2,2005,0,0.988790352598785,1,6.94,83.12,98.86,9.22,1442.69,90.92,1.44205515777479,1.36957624078528,79.3771078786813
"141",749,4,1,1996,1,0.967488159984398,0,1.44,22.93,92.3,7.82,1182.27,72.36,1.27173523945761,1.65056714517593,8.42410779627971
"142",749,4,1,1997,1,0.231314018619266,0,2.14,0.4,83.83,7.82,1182.27,72.36,1.12221664800663,1.50849201618466,29.2314712465741
"143",749,4,1,1998,1,0.815153155076775,0,NA,98.22,101.28,7.82,1182.27,72.36,-1.92316478727313,-1.38528163461132,47.7692235370632
"144",749,4,1,1999,1,0.173707058503209,0,3.52,107.35,100.46,7.82,1182.27,72.36,0.973938874741952,1.36759593390701,21.9370996267535
"145",749,4,1,2000,1,2.42833532900089,0,4.2,83.43,113.61,7.82,1182.27,72.36,-0.789729074831899,-0.308271588665366,51.7803581603803
"146",749,4,1,2001,1,2.98983973859025,0,4.9,91.86,58.3,7.82,1182.27,72.36,-0.633644487144993,-0.159957337481185,32.1047129584476
"147",749,4,1,2002,1,1.67091926514608,0,5.56,124.12,109.05,7.82,1182.27,72.36,-0.753021536820073,-0.27339145672076,14.0597259828355
"148",749,4,1,2003,1,2.838390392764,0,6.27,59.74,107.43,7.82,1182.27,72.36,0.147657364171516,0.582449076528539,46.0091966786422
"149",749,4,1,2004,1,-0.138402022565087,0,6.96,110.88,109.22,7.82,1182.27,72.36,0.866194495563577,1.26521537760762,3.76069300505333
"150",749,4,1,2005,1,0.366486916128344,1,NA,107.89,63.73,7.82,1182.27,72.36,-0.282182735871196,0.174007644151828,12.2760117948055
"151",716,3,1,1996,1,0.738023725800434,1,1.42,61.27,106.03,16.19,1307.56,89.3,-0.0157995042006984,0.402661203752897,2.08639197750017
"152",716,3,1,1997,1,1.59824827831419,1,2.13,19.42,88.21,16.19,1307.56,89.3,0.68904506457962,1.07199200252755,57.9011015591677
"153",716,3,1,1998,1,1.44489464756783,1,2.82,96.85,NA,16.19,1307.56,89.3,0.925671106459554,1.29669558206488,19.7612817622721
"154",716,3,1,1999,1,2.30895846206055,1,3.51,51.66,112.68,16.19,1307.56,89.3,0.866001466406808,1.24003241176024,19.879796475172
"155",716,3,1,2000,1,0.460785804735956,1,4.2,45.48,103.64,16.19,1307.56,89.3,-1.97351103615241,-1.45641054268769,30.6274535660632
"156",716,3,1,2001,0,1.15564173718015,1,4.15,135.12,121.18,16.19,1307.56,89.3,0.396219116016098,0.376255516690373,70.8788071735762
"157",716,3,1,2002,0,0.433303034480869,1,4.84,64.75,96.45,16.19,1307.56,89.3,0.575374644626557,0.54638424915296,69.2261290596798
"158",716,3,1,2003,0,-0.691917400017617,1,5.51,76.54,103.25,16.19,1307.56,89.3,0.855445657847108,0.81234381427655,94.2890189005993
"159",716,3,1,2004,0,0.975140623742317,1,6.21,65.5,118.11,16.19,1307.56,89.3,-1.37872054550378,-1.30925336575401,98.8856468140148
"160",716,3,1,2005,0,0.514171140463933,1,6.9,44.5,80.31,16.19,1307.56,89.3,-0.939725970078858,-0.892377641882925,90.9592141839676
"161",776,7,2,1996,1,1.41507463772141,0,1.44,40.44,86.1,9.65,717.69,94.45,-1.8043413602579,-1.15801104515404,36.6874716898892
"162",776,7,2,1997,1,1.07713969204395,1,2.13,45.55,104.69,9.65,717.69,94.45,-1.08954866517661,-0.479206141939364,9.4934620091226
"163",776,7,2,1998,1,1.58900012511151,0,NA,21.97,92.82,9.65,717.69,94.45,0.886042674374773,1.39691975758934,60.9958993389737
"164",776,7,2,1999,1,2.80572457371457,0,NA,119.06,105.84,9.65,717.69,94.45,1.20145356264805,1.69645059913334,11.2516584505793
"165",776,7,2,2000,1,1.64953578446661,0,4.19,65.55,83.98,9.65,717.69,94.45,0.681769766515117,1.20293141327185,37.8523409520276
"166",776,7,2,2001,1,0.980690757961604,0,4.88,68.08,84.08,9.65,717.69,94.45,-0.477314878336654,0.102203404185597,43.1593721497338
"167",776,7,2,2002,1,0.827109466234827,0,5.56,108.46,111.59,9.65,717.69,94.45,-1.21862470558681,-0.601783568542778,54.2889207520057
"168",776,7,2,2003,1,2.19892235416371,0,6.29,113.39,119.36,9.65,717.69,94.45,0.716476013030248,1.23589029837066,9.03710947535001
"169",776,7,2,2004,1,0.776825336118453,0,6.96,110.45,79.89,9.65,717.69,94.45,0.489845523145862,1.02067001309064,43.1070505960379
"170",776,7,2,2005,1,0.0789579176998412,0,7.65,117.56,103.87,9.65,717.69,94.45,0.614242069643916,1.13880354507399,60.2737458157353
"171",631,7,2,1996,1,1.90925264648179,0,1.43,46.54,72.82,4.55,930.89,94.45,-1.8043413602579,-1.15801104515404,56.7857966152951
"172",631,7,2,1997,1,0.301801716175919,0,2.12,101.04,156.95,4.55,930.89,94.45,-1.08954866517661,-0.479206141939364,63.7681565918028
"173",631,7,2,1998,1,1.36452515039004,0,2.82,67.17,61.44,4.55,930.89,94.45,0.886042674374773,1.39691975758934,21.695929140551
"174",631,7,2,1999,1,2.91892512611404,0,3.51,117.38,81.55,4.55,930.89,94.45,1.20145356264805,1.69645059913334,26.0831587763969
"175",631,7,2,2000,1,1.57259002931654,0,4.19,66.62,149.19,4.55,930.89,94.45,0.681769766515117,1.20293141327185,36.7779401000589
"176",631,7,2,2001,1,1.54387393775869,0,4.87,88.51,108.72,4.55,930.89,94.45,-0.477314878336654,0.102203404185597,29.899900527671
"177",631,7,2,2002,1,-0.0459058997241222,0,5.56,62.85,121.36,4.55,930.89,94.45,-1.21862470558681,-0.601783568542778,18.7567818274256
"178",631,7,2,2003,1,-0.176014758144487,0,6.27,88.67,120.93,4.55,930.89,94.45,0.716476013030248,1.23589029837066,30.9748805440031
"179",631,7,2,2004,1,0.0662976360703552,0,6.94,105.42,142.28,4.55,930.89,94.45,0.489845523145862,1.02067001309064,22.8722754765768
"180",631,7,2,2005,1,2.97224863223738,0,7.64,125,124.01,4.55,930.89,94.45,0.614242069643916,1.13880354507399,21.7452890409622
"181",782,11,2,1996,1,1.74884260408384,1,1.44,25.94,117.22,3,1249.54,88.35,0.018438019718467,0.720977483923141,42.6170826198068
"182",782,11,2,1997,1,0.848754797946091,1,2.14,22.11,84.6,3,1249.54,88.35,-2.12501262599999,-1.3153084855661,3.69011546717957
"183",782,11,2,1998,1,2.19901280460444,1,2.83,88.14,97.74,3,1249.54,88.35,1.05519610304022,1.70590146294716,38.0580894881859
"184",782,11,2,1999,1,1.36537229755532,1,3.52,101.87,101.44,3,1249.54,88.35,0.0999733947340899,0.798436389026927,33.7826593741775
"185",782,11,2,2000,1,-0.708744931985289,1,4.18,109.2,118.91,3,1249.54,88.35,0.273904557986385,0.963671631599483,38.8796612594742
"186",782,11,2,2001,1,-0.678452459986764,1,4.89,77.18,78.87,3,1249.54,88.35,1.81657689052212,2.42921600162571,40.2829915471375
"187",782,11,2,2002,1,-0.599271149849097,1,5.59,98.08,90.39,3,1249.54,88.35,0.156579184855934,0.852212097111089,48.7669045024086
